grupo,area,areacod,num,profes,est,salario,especie,lineas,jovinpre,artb,ponnal,ponint,otros,matripos,joinvcol,proyext,mov,centrosex,arta,caplibr,libr,patentes,gmaesdoc,inves,sumah,hmax,numproy,invesjun,gmaes,codi
CIB,SALUD,3,12,1.241268635,1.432700753,5.763399601,0.693147182,1.609437943,0,2.07083869,0,0,0,1.432700753,0.693147182,0,0.693147182,0,2.560224056,0,0,0,0.693147182,1.386294365,3.135494232,2.890371799,0,1.609437943,0,0
ByC,SALUD,3,13,1.098612309,1.366091609,6.325646877,0.693147182,1.609437943,1.098612309,2.380313635,0,0,0.693147182,1.366091609,0,0,1.098612309,0,0.891346335,0,0,0,1.098612309,1.098612309,2.484906673,2.484906673,1.098612309,1.098612309,0,4.044754028
BCEI,CIENCIAS,1,14,1.386294365,1.865629315,6.751989841,4.17436552,2.397895336,1.386294365,2.248443365,0,0,0.693147182,1.865629315,1.098612309,7.149804115,0,0,3.211548805,1.098612309,0,0,1.704748034,1.83258152,3.33220458,2.639057398,2.197224617,1.098612309,1.791759491,5.509158611
Biodont,SALUD,3,15,1.492904067,0,5.612704277,3.16682601,1.609437943,0.693147182,2.483749628,0,1.098612309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294365,0,0,0
BIOPOLIMER,SALUD,3,16,0.693147182,1.745715499,5.110293388,4.728717327,1.791759491,1.098612309,1.809641361,0,0,0,1.745715499,1.609437943,6.874796391,0,0,2.054489374,0,0,0,0.91629076,1.098612309,1.609437943,1.609437943,1.386294365,1.098612309,0.693147182,3.832702637
Bioprocesos,INGENIERIA,2,17,2.034705639,1.69744873,7.211287022,4.069046021,2.079441547,0.693147182,2.248443365,0,1.609437943,1.098612309,1.69744873,0,5.96200037,1.609437943,0.693147182,2.235570192,0,0,0,0.693147182,1.252762914,2.302585125,1.791759491,1.386294365,1.386294365,1.098612309,4.330166817
Biotecnologia,CIENCIAS,1,18,1.553925157,2.034705639,7.016515732,4.251555443,1.386294365,1.386294365,2.698871136,0,0,0.693147182,2.034705639,1.386294365,8.32005024,1.098612309,0.693147182,2.268953085,0,1.386294365,1.945910096,0.693147182,1.65822804,1.791759491,1.386294365,2.079441547,1.791759491,1.098612309,5.064850807
Catalisis,INGENIERIA,2,19,1.945910096,2.125847816,7.252840996,3.603304863,1.945910096,1.386294365,2.568000793,1.609437943,2.197224617,0,2.125847816,1.386294365,7.987934113,1.386294365,0.693147182,2.29984951,1.098612309,0,0,1.704748034,1.504077435,3.044522524,2.079441547,1.791759491,1.098612309,1.386294365,4.738536358
Catalizadores,CIENCIAS,1,20,1.609437943,1.822935104,6.458821774,3.94753027,1.791759491,1.386294365,2.248443365,1.945910096,0,0,1.822935104,0.693147182,6.784078598,0,0,2.181110859,0,0,0,0.91629076,1.178655028,0,0,2.079441547,0.693147182,0.693147182,4.810819149
CENTAURO,SALUD,3,21,3.05776763,2.23857975,8.263329506,2.857635021,2.564949274,1.098612309,2.751324892,2.944438934,1.098612309,2.197224617,2.23857975,1.098612309,7.974760056,1.609437943,0,2.941372156,0,0,0,1.791759491,2.169053793,3.737669706,2.302585125,2.079441547,2.564949274,2.397895336,4.566256046
CIDEMAT,INGENIERIA,2,22,2.500615835,2.365559816,7.937429905,5.967273235,1.945910096,1.386294365,2.875808716,3.496507645,3.091042519,1.945910096,2.365559816,0.693147182,8.509241104,2.079441547,0.693147182,3.226020575,2.197224617,0.693147182,0,1.945910096,2.11021328,3.610917807,2.197224617,2.302585125,1.791759491,2.197224617,4.72111845
Cienmat,CIENCIAS,1,23,1.386294365,2.00955534,6.958270073,4.126770973,1.609437943,1.386294365,2.483749628,0,1.098612309,0.693147182,2.00955534,0.693147182,6.560988903,0.693147182,0,3.105609894,0,0,0,1.386294365,1.609437943,3.135494232,2.77258873,1.791759491,1.098612309,0,4.370381355
GASURE,INGENIERIA,2,24,1.495148778,1.731655598,7.067468643,5.375480652,1.945910096,0.693147182,2.380313635,2.564949274,1.945910096,0,1.731655598,1.609437943,6.386988163,1.609437943,1.098612309,2.895232916,0,0,1.386294365,1.945910096,1.098612309,2.397895336,1.945910096,1.098612309,0,2.397895336,2.782655478
GRICAFDE,SALUD,3,25,2.123458385,0.900161326,7.215282917,3.055945396,1.791759491,0.693147182,2.248443365,0,1.609437943,1.098612309,0.900161326,0,0,0,0,1.636348486,1.098612309,0.693147182,0,1.098612309,1.178655028,0.693147182,0.693147182,1.098612309,1.386294365,1.609437943,0
Colombia,SOCIALES,4,26,1.297463179,0,6.52084589,0.693147182,1.098612309,1.098612309,2.638545036,1.609437943,0,1.386294365,0,0,1.402331114,0.693147182,0,0,2.397895336,0,0,1.098612309,1.098612309,0,0,1.098612309,1.609437943,1.098612309,2.79441762
COMPHOR,SOCIALES,4,27,1.786746979,0,6.583744049,3.432683945,2.397895336,1.386294365,2.248443365,1.609437943,2.564949274,0.693147182,0,0,2.591409445,1.609437943,0,0,1.609437943,0,0,0,0.405465096,0,0,1.098612309,0.693147182,0,3.290908575
Comprender,SOCIALES,4,28,2.093097925,0,6.868775368,0.693147182,1.098612309,0,2.698871136,2.708050251,0,0.693147182,0,0,0,1.098612309,0,0,1.098612309,0.693147182,0,1.098612309,1.098612309,0,0,0,1.609437943,0,3.697822094
Compersoc,SOCIALES,4,29,2.266957998,0.693147182,7.481408596,1.229811192,2.197224617,0.693147182,2.380313635,0,1.098612309,0.693147182,0.693147182,0.693147182,4.005752563,1.945910096,0,0.69658488,2.397895336,1.098612309,0,0.693147182,1.178655028,0.693147182,0.693147182,1.386294365,1.386294365,1.098612309,4.508606434
CFCH,SOCIALES,4,30,1.778336406,0,6.52915287,0.693147182,0.693147182,0,2.07083869,0,0,0,0,0,0,0.693147182,0,0,1.098612309,0,0,0.405465096,0.91629076,0.693147182,0.693147182,0,1.386294365,0.693147182,1.658242345
Pedagogia,SOCIALES,4,31,0.900161326,0.693147182,5.888236046,0.693147182,1.098612309,1.098612309,2.07083869,1.098612309,0,0,0.693147182,0,0,0,0,0,1.098612309,0.693147182,0,0,0,0,0,0.693147182,0,0,3.540834665
CPDS,SOCIALES,4,32,1.934415817,0,7.311553478,0.693147182,1.791759491,1.098612309,2.07083869,1.609437943,0,0,0,0,6.729773998,1.098612309,0,0,1.098612309,1.098612309,0,0.693147182,1.098612309,0,0,1.386294365,1.609437943,0,3.137217283
CVT,SOCIALES,4,33,1.415853143,0,6.774145603,4.314561844,1.791759491,1.098612309,2.248443365,1.098612309,1.098612309,0,0,1.386294365,0,1.609437943,0,0,1.098612309,0.693147182,0,0.405465096,0.91629076,0,0,0.693147182,1.386294365,0.693147182,4.179643631
Demografia,SOCIALES,4,34,1.564440489,0,6.686422825,2.88234973,1.609437943,0.693147182,2.698871136,0,0,1.386294365,0,0,6.770946026,0.693147182,0,2.612003326,1.609437943,0,0,0.405465096,0.559615791,1.386294365,1.098612309,1.386294365,0,0.693147182,0.961286247
Derecho,SOCIALES,4,35,2.339880943,0,7.612354755,2.702820539,2.079441547,1.098612309,2.797552586,1.609437943,1.098612309,1.386294365,0,0.693147182,1.096803665,1.386294365,0,0,1.098612309,1.386294365,0,0,1.252762914,0,0,1.945910096,1.791759491,0,4.48619318
DSESSN,SALUD,3,36,1.316408277,0,6.680935383,3.177637815,1.386294365,0.693147182,2.638545036,1.098612309,0,1.791759491,0,0,6.934354782,1.386294365,0,2.166633844,1.098612309,1.098612309,0,0.405465096,0.693147182,1.609437943,1.609437943,1.098612309,1.098612309,0.693147182,3.392065525
GDCON,INGENIERIA,2,37,1.098612309,2.313524961,6.362944603,6.771729946,2.302585125,1.386294365,2.875808716,0,1.098612309,1.386294365,2.313524961,2.079441547,9.043870926,1.609437943,0,3.342023849,0,0,0,1.504077435,1.504077435,2.890371799,2.77258873,2.302585125,1.098612309,2.079441547,0
DIDACTICA,SOCIALES,4,38,2.069391251,0.900161326,7.513462543,0.693147182,1.609437943,1.386294365,1.809641361,0,1.098612309,1.098612309,0.900161326,0,9.051491737,0.693147182,0.693147182,0.454486459,0,1.098612309,0,1.098612309,1.446918964,0,0,2.079441547,1.791759491,0,4.460972309
DIDARTE,SOCIALES,4,39,1.160020947,0.693147182,5.773761272,0.693147182,1.386294365,0.693147182,0,0,1.098612309,0,0.693147182,0,0,0,0,0,0,0,0,0,0,0,0,0.693147182,0,0,2.658257484
DFMCA,SALUD,3,40,1.297463179,0.548121393,6.533897877,1.142792463,2.397895336,0.693147182,2.07083869,0,0,1.609437943,0.548121393,0,0,0.693147182,0.693147182,2.604848623,0,0,0,0.91629076,1.098612309,1.791759491,1.386294365,1.609437943,0.693147182,0.693147182,4.267250538
DIVERSER,SOCIALES,4,41,1.539015412,1.922787786,5.548737526,5.16900444,2.197224617,0.693147182,1.809641361,0,0,0,1.922787786,0,0,1.098612309,0,0,0,0,0,1.504077435,0.405465096,0,0,0.693147182,0.693147182,1.791759491,0
EMB,CIENCIAS,1,42,1.098612309,0,5.946424961,0.693147182,1.791759491,1.098612309,0,0,0,0.693147182,0,0,3.542017937,0.693147182,0,0,0,0,0,0,0.405465096,0,0,1.609437943,0.693147182,0,4.652879238
GES,SOCIALES,4,43,1.479329228,0.548121393,6.387198448,2.314480066,1.791759491,1.098612309,1.809641361,0,0,0.693147182,0.548121393,0.693147182,1.304685831,1.386294365,0,0.703914642,0,0,0,0,0.559615791,0,0,1.098612309,0,0,1.278974414
EDUMATH,SOCIALES,4,44,0.693147182,2.44147706,5.60026598,0.693147182,2.397895336,0,1.809641361,1.098612309,0,0,2.44147706,0,0,1.098612309,0,0,1.609437943,1.386294365,0,1.791759491,0.91629076,0,0,0,1.386294365,1.945910096,0
EDUMICRO,CIENCIAS,1,45,1.366091609,0,6.552600384,2.861532688,0.693147182,0.693147182,2.07083869,0,0,0.693147182,0,0,0,0,0,1.355015397,0,0,0,0,0.405465096,0,0,0.693147182,0.693147182,0,3.247280598
MAACSH,SOCIALES,4,46,0.900161326,0,5.986249447,0.693147182,1.609437943,0.693147182,0,0,0,0,0,0,0,0,0,0.69658488,0,0,0,0.405465096,0,0,0,0.693147182,0,0.693147182,1.84447062
ELICE,CIENCIAS,1,47,1.648658633,1.241268635,6.390851974,1.567033529,1.609437943,0.693147182,1.809641361,1.609437943,0,1.098612309,1.241268635,0,0,0.693147182,0,2.144089937,0,0,0,0,1.011600971,1.945910096,1.945910096,1.791759491,1.098612309,0,4.063939095
EALE,SOCIALES,4,48,2.042518139,0.693147182,7.428718567,0.693147182,1.386294365,0.693147182,2.797552586,1.098612309,0,1.386294365,0.693147182,0,0,1.791759491,0,0,1.098612309,0,0,0,0.405465096,0,0,0.693147182,0.693147182,0,3.739476204
Epidemiologia,SALUD,3,49,2.965788364,1.553925157,8.10135746,4.922202587,1.945910096,1.386294365,3.13428688,1.098612309,1.098612309,1.945910096,1.553925157,0.693147182,9.588565826,2.302585125,0,3.174553394,2.564949274,0.693147182,0,2.014903069,2.047692776,3.178053856,2.197224617,3.33220458,2.302585125,2.484906673,6.248905659
ECCE,SOCIALES,4,50,1.69744873,1.922787786,6.830335617,0.693147182,1.609437943,0,0,0,1.098612309,0,1.922787786,0,2.728061914,0.693147182,0,0,0,0,0,0.91629076,1.098612309,0,0,0.693147182,1.609437943,0.693147182,0
GEC,SOCIALES,4,51,2.291524172,1.366091609,7.35467577,1.636790633,1.791759491,1.098612309,2.568000793,1.098612309,1.098612309,0.693147182,1.366091609,0,4.303280354,1.098612309,0,0.454486459,1.098612309,0.693147182,0,0.693147182,1.098612309,0,0,1.945910096,0.693147182,1.098612309,5.314421654
EECID,SOCIALES,4,52,1.85316813,0,6.717469692,1.845950603,1.791759491,0.693147182,2.838749647,1.609437943,2.397895336,0.693147182,0,0,0,0,0,0,1.386294365,0.693147182,0,0,0.405465096,0,0,1.098612309,0.693147182,0,3.434512138
Literarios,SOCIALES,4,53,2.594508171,1.495148778,8.146320343,2.996298552,1.609437943,0.693147182,2.968271971,2.564949274,1.098612309,2.890371799,1.495148778,0,0,2.079441547,0,0.948661625,2.564949274,1.386294365,0,1.504077435,1.83258152,0,0,1.098612309,2.302585125,1.791759491,4.178406715
ESTUPOL,SOCIALES,4,54,2.29857707,2.305580616,7.607065678,5.487765789,2.564949274,1.386294365,2.568000793,1.945910096,1.098612309,1.945910096,2.305580616,1.386294365,7.403689861,1.791759491,0,0,1.609437943,1.098612309,0,1.098612309,0.810930192,0,0,1.945910096,0.693147182,1.609437943,4.739323616
Juventud,SOCIALES,4,55,0.693147182,0,5.785432816,0.693147182,1.098612309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147182,0.693147182,0,0,0,1.098612309,1.098612309,0
ETICA,SOCIALES,4,56,1.098612309,0,6.004176617,0.693147182,1.791759491,1.098612309,1.809641361,0,0,0,0,0,0,0.693147182,0,0,1.609437943,0.693147182,0,0,0.693147182,0,0,1.098612309,1.098612309,0,3.276766539
Fpolitica,SOCIALES,4,57,1.435084581,1.098612309,6.459519386,0.693147182,1.609437943,0.693147182,2.698871136,0,0,1.386294365,1.098612309,0,0,1.386294365,0,0.454486459,0,1.098612309,0,0.91629076,0.693147182,0,0,0.693147182,1.098612309,1.386294365,0
FEF,SOCIALES,4,58,0.693147182,0.693147182,5.634974003,0.693147182,2.302585125,0.693147182,1.809641361,0,0,0,0.693147182,0,0,1.386294365,0,0,1.098612309,0.693147182,0,0.405465096,1.321755886,0,0,0.693147182,1.609437943,0.693147182,0
Radiacion,CIENCIAS,1,59,0.693147182,0,5.443930149,0.693147182,2.079441547,0.693147182,0,0,0,0,0,0,4.907323837,0,0,0,0,0,0,0,0.405465096,0.693147182,0.693147182,0.693147182,0.693147182,0,2.408073425
GAMMA,SALUD,3,60,1.69744873,1.646733642,6.902799129,0.693147182,2.77258873,1.098612309,2.568000793,0,1.098612309,0.693147182,1.646733642,1.609437943,7.346684456,0,0,2.631501913,0,0,0,1.609437943,1.252762914,2.564949274,1.945910096,1.609437943,1.386294365,1.945910096,5.225669384
GEBIOMIC,CIENCIAS,1,61,0.693147182,0.693147182,5.501398563,0.693147182,2.079441547,0,0,0,0,0,0.693147182,0,0,0,0.693147182,0,0,0,0,0,0.810930192,1.791759491,1.791759491,0,0.693147182,0,0
GPOBLACIONES,CIENCIAS,1,62,1.098612309,1.553925157,6.465468407,0.693147182,0.693147182,1.098612309,2.07083869,0,0,0,1.553925157,0.693147182,5.083982944,0.693147182,0,1.900069833,0,0,0,0.693147182,1.178655028,2.484906673,2.079441547,0.693147182,0.693147182,1.098612309,3.367014408
Gmedica,SALUD,3,63,1.241268635,0,6.449159145,3.724001408,2.484906673,0.693147182,0,0,0,1.945910096,0,0.693147182,5.204046726,0,0,2.337660789,0,0,0,0.693147182,1.098612309,2.197224617,1.386294365,1.098612309,0,1.098612309,5.079357147
GENMOL,CIENCIAS,1,64,1.495148778,2.23857975,7.058153152,2.114887238,1.386294365,1.386294365,2.483749628,0,0,1.609437943,2.23857975,0.693147182,7.690273762,0.693147182,0,2.959829569,0,0,0,2.079441547,1.945910096,3.828641415,3.218875885,2.079441547,2.197224617,1.945910096,4.481516838
GEPAR,INGENIERIA,2,65,1.280933857,0,6.409209251,0.693147182,1.609437943,1.098612309,0,1.098612309,0,0.693147182,0,0.693147182,1.635681272,0,0.693147182,0,0,0,0,0,0.810930192,0,0,1.609437943,0.693147182,0,5.015376568
GEPIDH,SOCIALES,4,66,1.241268635,0,6.503425121,2.006657124,1.386294365,0.693147182,2.07083869,0,0,0,0,0,0,0,0,2.350002766,0,0,0,0,0.405465096,0.693147182,0.693147182,1.098612309,0.693147182,0,3.233210087
Calidad,INGENIERIA,2,67,2.084429026,0,7.288769245,0.883985281,1.609437943,1.098612309,2.638545036,2.397895336,1.098612309,1.386294365,0,0,3.658038616,0,0,2.209633589,0,1.098612309,0,0,1.011600971,0,0,1.098612309,1.098612309,0,4.311778545
GPS,SALUD,3,68,2.516082287,1.316408277,8.071695328,4.898287296,2.197224617,1.386294365,2.797552586,2.833213329,1.609437943,2.397895336,1.316408277,1.386294365,6.634931564,1.609437943,0,2.624650955,2.197224617,1.386294365,0,1.098612309,1.386294365,1.791759491,1.386294365,2.397895336,1.386294365,1.098612309,3.556391001
GIAE,SOCIALES,4,69,2.201659203,1.160020947,7.322565556,0.693147182,1.945910096,1.098612309,2.568000793,0,0,0.693147182,1.160020947,0,3.254899263,1.945910096,0,0,1.098612309,0,0,0.405465096,0.91629076,0,0,1.609437943,1.386294365,0.693147182,4.418206215
GIIESEN,SOCIALES,4,70,0.900161326,0.548121393,6.160491943,1.120190382,1.386294365,0.693147182,1.809641361,1.098612309,0,1.386294365,0.548121393,0,3.453228712,1.098612309,0,0,0,0,0,0,0.405465096,0,0,0,0.693147182,0,3.402584314
GIMACYR,INGENIERIA,2,71,1.609437943,0.900161326,6.50401926,0.693147182,1.386294365,0.693147182,1.355015397,0,0,0,0.900161326,0,4.407740116,0,0,1.960534215,0,0,0,0,1.098612309,0,0,1.098612309,1.098612309,0,4.060168266
GISMAC,CIENCIAS,1,72,1.648658633,1.004301667,6.450735092,3.471464634,1.386294365,1.098612309,1.809641361,0,0,0.693147182,1.004301667,0,5.758616447,0,0,0.891346335,0,0,0,0.693147182,0.693147182,0,0,1.609437943,1.098612309,1.098612309,3.964060545
GAP,SOCIALES,4,73,1.566530466,0,6.811643124,2.066792727,1.791759491,1.098612309,2.568000793,0,0,0.693147182,0,0,0.124951199,1.098612309,0,0,1.098612309,0,0,0.693147182,0.693147182,0,0,1.386294365,1.098612309,1.098612309,0
GRID,SALUD,3,74,1.432700753,1.922787786,6.86104393,3.985038757,2.302585125,1.098612309,2.751324892,0,0,1.791759491,1.922787786,1.098612309,6.59626627,0.693147182,0,2.410921097,0,0,0,0,0.91629076,2.890371799,2.484906673,1.609437943,1.386294365,0,4.906781673
GRIPE,SALUD,3,75,1.366091609,1.646733642,6.523458958,5.791361809,2.079441547,0.693147182,0,0,0,0,1.646733642,0.693147182,7.428895473,1.386294365,0,2.380313635,0,0,0,0,1.098612309,3.044522524,2.484906673,1.609437943,0.693147182,0,4.944068432
GAEC,SALUD,3,76,2.71800065,2.179286957,8.035012245,3.183481216,1.791759491,1.098612309,3.149993896,1.098612309,0,2.397895336,2.179286957,1.098612309,5.330216408,1.098612309,0,3.149908066,0,0,0,0.693147182,1.83258152,2.484906673,1.791759491,1.386294365,1.386294365,1.098612309,4.589800358
GACE,SALUD,3,77,1.366091609,0,5.761715889,2.85829711,1.945910096,0.693147182,1.809641361,0,0,0,0,0,2.563285112,1.098612309,0,1.441326976,0,0,0,0.693147182,0.405465096,0,0,0.693147182,0.693147182,0,0
GAP,SOCIALES,4,78,1.969905615,0,7.082264423,1.394814491,1.386294365,1.098612309,0,0,0,0,0,0,0,0.693147182,0,0,0,0,0,0,0.405465096,0,0,0.693147182,0.693147182,0,3.496132374
BIOFISICA,CIENCIAS,1,79,1.495148778,0.548121393,6.351525307,0.693147182,1.609437943,0,1.809641361,0,0,0,0.548121393,0,2.575533152,0.693147182,0,1.025284886,0,0,0,0,0.405465096,1.098612309,0.693147182,0,0.693147182,0,2.244867802
BIOTRANSFORMACION,CIENCIAS,1,80,1.922787786,1.731655598,6.535785198,4.336739063,1.945910096,1.098612309,1.809641361,1.098612309,0,0,1.731655598,0,7.104761124,0,0,2.11360693,0,0,0,0.693147182,1.098612309,0,0,1.609437943,0.693147182,1.098612309,5.344632149
Coloides,CIENCIAS,1,81,1.098612309,1.004301667,6.201600552,0.693147182,1.609437943,0.693147182,0,0,1.098612309,0,1.004301667,0,6.036420822,0.693147182,0,2.066374779,0,0,0.693147182,0,0.91629076,1.945910096,1.945910096,1.098612309,0.693147182,0,3.430424929
GEA,SOCIALES,4,82,1.366091609,0,6.567192078,0.693147182,1.609437943,0.693147182,2.248443365,2.708050251,0,1.098612309,0,0,2.494221687,1.386294365,0,1.341481209,0,0,0,0,0.559615791,0.693147182,0.693147182,0,0,0,3.144350529
GECEM,SOCIALES,4,83,2.180417538,1.822935104,7.516105175,3.65841198,2.079441547,0.693147182,2.380313635,2.564949274,1.945910096,1.098612309,1.822935104,0,4.981707573,1.945910096,0,1.617624283,1.098612309,0.693147182,0,1.252762914,1.252762914,1.098612309,0.693147182,1.386294365,1.098612309,1.791759491,3.873068094
GEA,INGENIERIA,2,84,1.633154392,0,6.485613346,0.693147182,2.397895336,0,1.809641361,2.708050251,0,0,0,0,0,0,0,1.568962574,0,1.098612309,0,0.693147182,0.693147182,1.609437943,1.098612309,0,1.098612309,1.098612309,0
EntomologiaM,SALUD,3,85,0.693147182,0.548121393,5.457121849,4.443446636,1.945910096,0.693147182,1.809641361,0,0,1.098612309,0.548121393,0,5.731106758,0.693147182,0,0.703914642,0,0,0,0.405465096,0.405465096,0,0,0,0.693147182,0.693147182,3.844851732
Entomologia ,CIENCIAS,1,86,0.693147182,0.548121393,5.978709221,1.123787522,1.945910096,0.693147182,2.380313635,0,0,0,0.548121393,0,0,0,0,2.184106588,0,0,0,0,0.693147182,2.397895336,2.397895336,1.098612309,0,0,1.173455119
GEMCA,SALUD,3,87,1.811562061,1.316408277,5.25412178,1.543608427,2.079441547,0.693147182,0,0,0,0,1.316408277,1.098612309,3.533461809,0,0,0.703914642,0,0,0,0.405465096,0.810930192,0,0,0.693147182,0.693147182,0.693147182,3.744762659
Solido,CIENCIAS,1,88,2.373043537,0.900161326,8.073297501,0.693147182,1.386294365,0.693147182,2.838749647,1.945910096,1.098612309,1.791759491,0.900161326,0,0,1.098612309,0,3.402050972,1.609437943,0,0,0.91629076,1.749199867,4.189654827,2.639057398,0.693147182,1.098612309,0.693147182,4.141821861
GEIB,SALUD,3,89,1.896119475,0.548121393,6.79628706,3.37810421,1.945910096,0,0,0,0,0,0.548121393,0,4.405827999,0,0,1.840999722,0,0,0,0,0.405465096,1.386294365,1.386294365,0.693147182,0.693147182,0,0
GEB,CIENCIAS,1,90,1.435084581,0.693147182,6.505866051,2.610047579,1.609437943,1.098612309,0,0,0,0,0.693147182,0,1.282822251,1.098612309,0,0.703914642,0,1.098612309,0,0,1.011600971,1.098612309,1.098612309,1.386294365,1.098612309,0,3.870955944
GELCIL,SOCIALES,4,91,1.495148778,0.548121393,6.857914448,4.150465488,1.945910096,1.098612309,2.797552586,1.609437943,0,1.791759491,0.548121393,0,3.206534624,1.098612309,0,0.454486459,1.098612309,1.386294365,0,0.693147182,0.559615791,0,0,1.098612309,0,1.098612309,4.169092178
GET,SOCIALES,4,92,2.215937376,0,6.980082035,4.840116978,1.945910096,1.386294365,2.07083869,1.098612309,1.609437943,0,0,0,7.361653805,1.386294365,0,0,1.098612309,0.693147182,0,1.609437943,1.252762914,0,0,1.609437943,1.791759491,1.945910096,5.480898857
GELR,SOCIALES,4,93,2.371177912,1.609437943,7.637836933,0.693147182,1.609437943,0.693147182,2.875808716,0,1.609437943,1.098612309,1.609437943,0,4.630654335,1.609437943,0,0,2.197224617,0,0,0,1.321755886,0,0,1.098612309,1.609437943,0,4.486052513
GER,SOCIALES,4,94,2.430978298,0.548121393,7.385284901,2.350650549,1.609437943,1.098612309,2.380313635,1.098612309,0,1.386294365,0.548121393,0.693147182,3.562281609,1.945910096,0,0.948661625,0,0,0,0.405465096,0.405465096,0.693147182,0.693147182,1.098612309,0.693147182,0.693147182,3.996391296
GFIF,CIENCIAS,1,95,2.079441547,1.004301667,7.906007767,4.262718201,2.197224617,1.386294365,2.07083869,0,0,0,1.004301667,0,0,1.609437943,0,2.96372509,0,0,0,1.945910096,1.558144569,3.737669706,2.564949274,1.945910096,1.609437943,1.609437943,4.724365234
GFAM,CIENCIAS,1,96,1.609437943,1.495148778,6.916464806,0.693147182,1.945910096,1.098612309,2.380313635,1.098612309,0,1.386294365,1.495148778,0,4.546274662,1.098612309,0,2.857450962,0,0,0,1.252762914,1.178655028,2.77258873,2.079441547,1.609437943,0.693147182,1.386294365,4.899576664
Nuclear,CIENCIAS,1,97,1.098612309,0,6.609704018,0.693147182,1.386294365,1.098612309,1.809641361,0,0,0,0,0,0,0.693147182,0,0,0,0,0,0,0.693147182,1.386294365,1.386294365,1.098612309,1.098612309,0,3.215465069
FACOM,CIENCIAS,1,98,1.69744873,1.160020947,7.169837475,0.693147182,2.197224617,1.386294365,2.07083869,1.609437943,0,0.693147182,1.160020947,0,5.1476264,1.098612309,0,2.483749628,0,0,0,0.405465096,1.321755886,2.995732307,2.397895336,1.791759491,1.098612309,0.693147182,4.530449867
Gastro,SALUD,3,99,2.209372759,1.998773694,7.521254063,1.882687926,1.791759491,1.098612309,2.875808716,0,0,0.693147182,1.998773694,1.386294365,5.603988647,0.693147182,0,1.941466093,0,0,0,0.405465096,1.252762914,2.77258873,2.079441547,1.098612309,1.386294365,0.693147182,4.314054489
Ictiologia,CIENCIAS,1,100,1.098612309,1.098612309,6.356201649,3.207868338,1.386294365,1.098612309,2.875808716,0,0,1.098612309,1.098612309,0,7.51293087,0,0,1.833161354,1.098612309,0,0,0.405465096,1.252762914,1.098612309,0.693147182,1.609437943,1.098612309,0.693147182,4.301313877
GIGA,INGENIERIA,2,101,3.113515377,0.693147182,8.216197014,4.931866169,2.833213329,1.386294365,2.994291306,2.564949274,3.218875885,1.609437943,0.693147182,0,9.121619225,2.397895336,1.098612309,3.103839874,1.945910096,0,0,1.252762914,1.704748034,3.044522524,2.079441547,1.945910096,2.079441547,0.693147182,4.28499651
GICIC,CIENCIAS,1,102,2.045108795,1.894616842,7.801782131,5.751159191,1.791759491,1.386294365,3.040911198,0,0,1.386294365,1.894616842,1.098612309,8.127289772,1.609437943,0,2.989152193,0,0,0,1.704748034,2.014903069,3.737669706,2.397895336,2.77258873,1.386294365,1.791759491,5.646151066
Pediaciencias,SALUD,3,103,3.008154869,2.933324814,8.358460426,0.693147182,2.397895336,1.386294365,2.698871136,1.098612309,0,2.302585125,2.933324814,0,6.859536648,1.791759491,0,3.012776613,0,0,0,1.098612309,1.098612309,2.197224617,1.098612309,1.791759491,1.609437943,1.609437943,4.887934685
Oseointegracion,SALUD,3,104,1.731655598,0,6.454909801,0.693147182,1.945910096,1.386294365,1.355015397,0,0,0,0,0,4.002708435,0.693147182,0,2.711031199,0,0,0,0,0.693147182,2.708050251,2.564949274,1.609437943,0,0,4.042242527
GICS,SALUD,3,105,2.22893858,0.548121393,7.198317051,1.703285217,1.098612309,0.693147182,2.07083869,0,2.564949274,1.945910096,0.548121393,0,5.014369011,0.693147182,0,0,0,1.098612309,0,0.91629076,1.252762914,0,0,1.386294365,1.791759491,1.386294365,3.642567873
EDUSALUD,SALUD,3,106,2.400618792,0,7.671415329,0.986666918,1.386294365,0.693147182,2.248443365,0,1.609437943,2.079441547,0,0,3.593034983,1.609437943,0,1.597276568,1.609437943,0,0,0.405465096,0.91629076,1.098612309,0.693147182,1.098612309,1.386294365,0.693147182,3.374258041
Asaludables,SALUD,3,107,1.629240513,0,6.592607498,2.626782656,1.945910096,0,0,1.098612309,0,0.693147182,0,0,5.605191708,1.098612309,0,0.99124819,0,0,0,1.252762914,0.810930192,0.693147182,0.693147182,0,0.693147182,1.386294365,0
Sensorial,SALUD,3,108,0.871293366,0.548121393,5.471081734,4.007469654,1.791759491,1.098612309,0,1.098612309,0,0,0.548121393,0,5.131826878,0,0,0.454486459,0,0,0,0,0.559615791,0.693147182,0.693147182,1.609437943,0,0,3.556541681
GIBIC,INGENIERIA,2,109,2.232162714,1.682688355,6.853029251,3.071352005,1.791759491,1.386294365,2.248443365,2.397895336,2.564949274,0,1.682688355,0,7.420651913,1.386294365,0,0.69658488,0,0,0.693147182,0.693147182,1.178655028,0,0,1.609437943,1.386294365,1.098612309,5.176585674
